asset_code,asset_section,asset_name,asset_descr,brand,model,serial,delivery_date,registered_by,regestered_date,Counter
A000360,17,Deep Carpet Cleaner ,Deep Carpet Cleaner ,Unknown,Unknown,,,sysadmin,,1
